"","subject","trial","sector","length","animal","questions_sector_1","questions_sector_2","questions_biggersmaller","posteriors_new_1","posteriors_new_2","posteriors_new_3","posteriors_new_4","answers_old","t_question","t_response","response","prevTrial","prevSubject","isNewSector","isNewSubject","secId","animal1","animal2","animal3","animal4","animal5"
"1071",15,1,3,1,3,2,4,2,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,2,784193.32459355,784194.743880114,2,5,15,TRUE,FALSE,49,0,0,1,0,0
"1072",16,1,3,2,3,1,4,2,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,2,790030.250413314,790031.809297194,2,3,16,TRUE,FALSE,49,1,0,1,0,0
"1073",17,1,1,4,5,1,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1295177.25165629,1295178.67212501,2,3,17,TRUE,FALSE,49,0,0,0,0,4
"1074",18,1,1,3,3,1,3,1,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,2,1578684.31451601,1578685.97511351,2,5,18,TRUE,FALSE,49,1,1,1,0,0
"1075",19,1,2,5,5,4,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1631892.74432675,1631893.51634696,1,1,19,TRUE,FALSE,49,0,0,1,1,3
"1076",20,1,1,1,4,2,3,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,3204037.22897047,3204038.84434422,1,5,20,TRUE,FALSE,49,0,0,0,1,0
"1077",21,1,4,2,5,1,3,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,3793784.75665417,3793786.33352106,1,1,21,TRUE,FALSE,49,1,0,0,0,1
"1078",22,1,2,3,5,1,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,3808181.42087593,3808182.40417201,2,3,22,TRUE,FALSE,49,0,0,1,0,2
"1079",1,1,2,4,5,4,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,430505.259412368,430506.96798609,2,2,1,TRUE,FALSE,50,1,0,0,1,2
"1080",2,1,2,4,5,4,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,263965.274956967,263966.472707936,2,2,2,TRUE,FALSE,50,1,0,0,1,2
"1081",3,1,2,5,4,3,2,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,862171.775003319,862173.40287065,2,6,3,TRUE,FALSE,50,3,1,0,1,0
"1082",4,1,1,1,5,2,3,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,2323055.85225593,2323057.80367523,1,6,4,TRUE,FALSE,50,0,0,0,0,1
"1083",5,1,3,1,4,2,3,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,2399344.35077521,2399345.93304587,1,6,5,TRUE,FALSE,50,0,0,0,1,0
"1084",6,1,2,4,4,3,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,2403883.11005733,2403884.81800642,2,6,6,TRUE,FALSE,50,1,0,0,3,0
"1085",7,1,4,1,2,3,1,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,1338666.07700701,1338667.81232455,1,2,7,TRUE,FALSE,50,0,1,0,0,0
"1086",8,1,2,1,5,4,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1333600.17576351,1333601.08162821,1,2,8,TRUE,FALSE,50,0,0,0,0,1
"1087",9,1,4,3,5,2,1,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,1568773.00551521,1568773.94726976,2,3,9,TRUE,FALSE,50,2,0,0,0,1
"1088",10,1,4,3,5,4,3,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,86355.230091993,86356.648917907,2,4,10,TRUE,FALSE,50,0,2,0,0,1
"1089",11,1,3,2,5,4,1,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,91769.394956461,91770.903864415,1,2,11,TRUE,FALSE,50,0,0,0,0,2
"1090",12,1,1,4,2,3,2,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,524763.937137375,524765.305018097,2,3,12,TRUE,FALSE,50,0,1,1,2,0
"1091",13,1,2,1,5,1,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,605995.263289257,605996.389677931,2,6,13,TRUE,FALSE,50,0,0,0,0,1
"1092",14,1,1,6,5,3,2,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,600300.25125806,600301.492056329,1,1,14,TRUE,FALSE,50,0,0,2,2,2
"1093",15,1,1,6,2,2,4,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,784193.32459355,784194.743880114,2,1,15,TRUE,FALSE,50,0,1,0,2,3
"1094",16,1,2,4,4,4,3,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,790030.250413314,790031.809297194,2,2,16,TRUE,FALSE,50,1,0,0,3,0
"1095",17,1,2,2,5,3,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1295177.25165629,1295178.67212501,2,4,17,TRUE,FALSE,50,0,0,0,0,2
"1096",18,1,3,1,4,1,4,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,1578684.31451601,1578685.97511351,2,3,18,TRUE,FALSE,50,0,0,0,1,0
"1097",19,1,4,6,5,4,2,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1631892.74432675,1631893.51634696,1,5,19,TRUE,FALSE,50,3,1,0,0,2
"1098",20,1,2,2,5,1,3,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,3204037.22897047,3204038.84434422,1,1,20,TRUE,FALSE,50,0,0,1,0,1
"1099",21,1,1,5,4,3,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,3793784.75665417,3793786.33352106,1,2,21,TRUE,FALSE,50,0,0,0,3,2
"1100",22,1,2,4,5,3,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,3808181.42087593,3808182.40417201,2,3,22,TRUE,FALSE,50,0,1,0,2,1
"1101",1,1,3,3,2,1,2,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,430505.259412368,430506.96798609,2,4,1,TRUE,FALSE,51,0,2,0,0,1
"1102",2,1,3,3,2,1,2,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,263965.274956967,263966.472707936,2,4,2,TRUE,FALSE,51,0,2,0,0,1
"1103",3,1,3,3,5,1,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,862171.775003319,862173.40287065,2,5,3,TRUE,FALSE,51,0,1,0,1,1
"1104",4,1,4,2,5,3,2,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,2323055.85225593,2323057.80367523,1,1,4,TRUE,FALSE,51,0,1,0,0,1
"1105",5,1,1,2,5,1,2,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,2399344.35077521,2399345.93304587,1,1,5,TRUE,FALSE,51,0,1,0,0,1
"1106",6,1,1,1,5,4,1,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,2403883.11005733,2403884.81800642,2,4,6,TRUE,FALSE,51,0,0,0,0,1
"1107",7,1,1,2,4,1,4,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,1338666.07700701,1338667.81232455,1,1,7,TRUE,FALSE,51,0,0,1,1,0
"1108",8,1,1,6,2,1,3,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,1333600.17576351,1333601.08162821,1,1,8,TRUE,FALSE,51,1,3,0,0,2
"1109",9,1,2,6,4,1,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,1568773.00551521,1568773.94726976,2,3,9,TRUE,FALSE,51,2,0,0,3,1
"1110",10,1,4,2,2,4,1,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,86355.230091993,86356.648917907,2,3,10,TRUE,FALSE,51,1,1,0,0,0
"1111",11,1,1,2,1,4,2,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,91769.394956461,91770.903864415,1,2,11,TRUE,FALSE,51,1,0,0,1,0
"1112",12,1,1,3,2,3,2,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,524763.937137375,524765.305018097,2,4,12,TRUE,FALSE,51,0,3,0,0,0
"1113",13,1,4,3,5,3,1,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,605995.263289257,605996.389677931,2,1,13,TRUE,FALSE,51,1,1,0,0,1
"1114",14,1,2,5,4,3,2,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,600300.25125806,600301.492056329,1,6,14,TRUE,FALSE,51,2,0,1,2,0
"1115",15,1,3,4,5,4,1,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,784193.32459355,784194.743880114,2,6,15,TRUE,FALSE,51,2,0,0,0,2
"1116",16,1,1,1,4,4,1,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,790030.250413314,790031.809297194,2,4,16,TRUE,FALSE,51,0,0,0,1,0
"1117",17,1,1,2,4,2,1,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,1295177.25165629,1295178.67212501,2,2,17,TRUE,FALSE,51,0,0,0,2,0
"1118",18,1,4,4,1,3,2,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,1578684.31451601,1578685.97511351,2,1,18,TRUE,FALSE,51,2,1,0,0,1
"1119",19,1,2,1,5,3,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1631892.74432675,1631893.51634696,1,6,19,TRUE,FALSE,51,0,0,0,0,1
"1120",20,1,1,3,4,4,2,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,3204037.22897047,3204038.84434422,1,2,20,TRUE,FALSE,51,1,0,0,1,1
"1121",21,1,2,2,5,1,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,3793784.75665417,3793786.33352106,1,5,21,TRUE,FALSE,51,0,0,0,0,2
"1122",22,1,4,3,1,2,4,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,3808181.42087593,3808182.40417201,2,4,22,TRUE,FALSE,51,2,1,0,0,0
"1123",1,1,1,4,1,1,4,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,430505.259412368,430506.96798609,2,3,1,TRUE,FALSE,52,2,0,0,2,0
"1124",2,1,1,4,1,1,4,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,263965.274956967,263966.472707936,2,3,2,TRUE,FALSE,52,2,0,0,2,0
"1125",3,1,4,2,2,4,1,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,862171.775003319,862173.40287065,2,3,3,TRUE,FALSE,52,1,1,0,0,0
"1126",4,1,3,1,5,1,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,2323055.85225593,2323057.80367523,1,2,4,TRUE,FALSE,52,0,0,0,0,1
"1127",5,1,2,1,4,3,1,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,2399344.35077521,2399345.93304587,1,2,5,TRUE,FALSE,52,0,0,0,1,0
"1128",6,1,1,3,2,4,1,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,2403883.11005733,2403884.81800642,2,1,6,TRUE,FALSE,52,0,3,0,0,0
"1129",7,1,1,6,5,4,3,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1338666.07700701,1338667.81232455,1,2,7,TRUE,FALSE,52,0,0,0,2,4
"1130",8,1,1,1,2,1,3,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,1333600.17576351,1333601.08162821,1,6,8,TRUE,FALSE,52,0,1,0,0,0
"1131",9,1,4,1,5,1,2,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1568773.00551521,1568773.94726976,2,6,9,TRUE,FALSE,52,0,0,0,0,1
"1132",10,1,4,1,1,4,3,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,86355.230091993,86356.648917907,2,2,10,TRUE,FALSE,52,1,0,0,0,0
"1133",11,1,3,4,5,4,1,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,91769.394956461,91770.903864415,1,2,11,TRUE,FALSE,52,0,0,0,2,2
"1134",12,1,4,3,1,4,2,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,524763.937137375,524765.305018097,2,3,12,TRUE,FALSE,52,2,0,0,0,1
"1135",13,1,2,2,5,1,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,605995.263289257,605996.389677931,2,3,13,TRUE,FALSE,52,0,0,0,0,2
"1136",14,1,2,3,1,4,1,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,600300.25125806,600301.492056329,1,5,14,TRUE,FALSE,52,1,0,0,1,1
"1137",15,1,4,1,1,2,1,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,784193.32459355,784194.743880114,2,4,15,TRUE,FALSE,52,1,0,0,0,0
"1138",16,1,2,1,2,3,2,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,790030.250413314,790031.809297194,2,1,16,TRUE,FALSE,52,0,1,0,0,0
"1139",17,1,4,3,4,1,3,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,1295177.25165629,1295178.67212501,2,2,17,TRUE,FALSE,52,0,1,0,1,1
"1140",18,1,2,1,2,3,1,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,1578684.31451601,1578685.97511351,2,4,18,TRUE,FALSE,52,0,1,0,0,0
"1141",19,1,4,3,1,2,1,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,1631892.74432675,1631893.51634696,1,1,19,TRUE,FALSE,52,2,0,0,0,1
"1142",20,1,1,2,2,2,1,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,3204037.22897047,3204038.84434422,1,3,20,TRUE,FALSE,52,0,1,0,0,1
"1143",21,1,4,5,1,1,3,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,3793784.75665417,3793786.33352106,1,2,21,TRUE,FALSE,52,2,1,0,0,2
"1144",22,1,4,1,2,3,2,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,3808181.42087593,3808182.40417201,2,3,22,TRUE,FALSE,52,0,1,0,0,0
"1145",1,1,4,6,2,2,1,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,430505.259412368,430506.96798609,2,4,1,TRUE,FALSE,53,2,3,0,0,1
"1146",2,1,4,6,2,2,1,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,263965.274956967,263966.472707936,2,4,2,TRUE,FALSE,53,2,3,0,0,1
"1147",3,1,3,1,1,1,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,862171.775003319,862173.40287065,2,2,3,TRUE,FALSE,53,1,0,0,0,0
"1148",4,1,4,5,5,2,3,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,2323055.85225593,2323057.80367523,1,1,4,TRUE,FALSE,53,1,2,0,0,2
"1149",5,1,2,6,5,3,1,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,2399344.35077521,2399345.93304587,1,1,5,TRUE,FALSE,53,2,0,0,1,3
"1150",6,1,3,4,2,1,4,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,2403883.11005733,2403884.81800642,2,3,6,TRUE,FALSE,53,2,1,0,1,0
"1151",7,1,1,1,4,4,3,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,1338666.07700701,1338667.81232455,1,6,7,TRUE,FALSE,53,0,0,0,1,0
"1152",8,1,4,2,5,2,1,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,1333600.17576351,1333601.08162821,1,1,8,TRUE,FALSE,53,0,1,0,0,1
"1153",9,1,3,2,4,3,1,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,1568773.00551521,1568773.94726976,2,1,9,TRUE,FALSE,53,0,0,1,1,0
"1154",10,1,3,3,4,4,3,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,86355.230091993,86356.648917907,2,1,10,TRUE,FALSE,53,1,0,0,1,1
"1155",11,1,3,2,5,4,1,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,91769.394956461,91770.903864415,1,4,11,TRUE,FALSE,53,0,0,1,0,1
"1156",12,1,1,3,1,4,2,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,524763.937137375,524765.305018097,2,3,12,TRUE,FALSE,53,1,0,0,1,1
"1157",13,1,2,4,3,3,4,2,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,2,605995.263289257,605996.389677931,2,2,13,TRUE,FALSE,53,0,0,1,1,2
"1158",14,1,4,6,1,3,1,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,600300.25125806,600301.492056329,1,3,14,TRUE,FALSE,53,3,1,1,0,1
"1159",15,1,2,4,1,4,1,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,784193.32459355,784194.743880114,2,1,15,TRUE,FALSE,53,3,0,0,0,1
"1160",16,1,2,3,2,3,1,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,790030.250413314,790031.809297194,2,1,16,TRUE,FALSE,53,0,2,1,0,0
"1161",17,1,1,1,5,3,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,1295177.25165629,1295178.67212501,2,3,17,TRUE,FALSE,53,0,0,0,0,1
"1162",18,1,4,6,1,4,2,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,1578684.31451601,1578685.97511351,2,1,18,TRUE,FALSE,53,2,1,1,0,2
"1163",19,1,3,3,4,1,4,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,1631892.74432675,1631893.51634696,1,3,19,TRUE,FALSE,53,2,0,0,1,0
"1164",20,1,2,4,5,1,2,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,3204037.22897047,3204038.84434422,1,2,20,TRUE,FALSE,53,1,0,0,0,3
"1165",21,1,4,3,1,4,1,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,3793784.75665417,3793786.33352106,1,5,21,TRUE,FALSE,53,2,1,0,0,0
"1166",22,1,1,3,1,3,2,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,3808181.42087593,3808182.40417201,2,1,22,TRUE,FALSE,53,1,0,0,0,2
"1167",1,1,4,2,2,1,4,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,430505.259412368,430506.96798609,2,6,1,TRUE,FALSE,54,1,1,0,0,0
"1168",2,1,4,2,2,1,4,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,263965.274956967,263966.472707936,2,6,2,TRUE,FALSE,54,1,1,0,0,0
"1169",3,1,4,1,1,2,1,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,862171.775003319,862173.40287065,2,1,3,TRUE,FALSE,54,1,0,0,0,0
"1170",4,1,4,2,1,3,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,2323055.85225593,2323057.80367523,1,5,4,TRUE,FALSE,54,2,0,0,0,0
"1171",5,1,3,4,1,4,1,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,2399344.35077521,2399345.93304587,1,6,5,TRUE,FALSE,54,3,0,0,1,0
"1172",6,1,1,1,5,3,1,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,2403883.11005733,2403884.81800642,2,4,6,TRUE,FALSE,54,0,0,0,0,1
"1173",7,1,2,4,5,4,2,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1338666.07700701,1338667.81232455,1,1,7,TRUE,FALSE,54,3,0,0,0,1
"1174",8,1,3,5,3,1,3,2,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,1,1333600.17576351,1333601.08162821,1,2,8,TRUE,FALSE,54,1,0,1,2,1
"1175",9,1,3,3,4,3,1,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,1568773.00551521,1568773.94726976,2,2,9,TRUE,FALSE,54,0,1,1,1,0
"1176",10,1,1,1,5,3,1,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,86355.230091993,86356.648917907,2,3,10,TRUE,FALSE,54,0,0,0,0,1
"1177",11,1,1,4,4,2,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,91769.394956461,91770.903864415,1,2,11,TRUE,FALSE,54,0,1,0,1,2
"1178",12,1,4,4,1,4,3,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,524763.937137375,524765.305018097,2,3,12,TRUE,FALSE,54,3,0,0,0,1
"1179",13,1,3,3,4,3,1,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,605995.263289257,605996.389677931,2,4,13,TRUE,FALSE,54,1,1,0,1,0
"1180",14,1,1,5,2,1,4,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,600300.25125806,600301.492056329,1,6,14,TRUE,FALSE,54,2,1,0,1,1
"1181",15,1,3,3,1,1,3,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,784193.32459355,784194.743880114,2,4,15,TRUE,FALSE,54,1,1,0,1,0
"1182",16,1,3,1,5,3,1,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,790030.250413314,790031.809297194,2,3,16,TRUE,FALSE,54,0,0,0,0,1
"1183",17,1,2,1,4,4,2,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,1295177.25165629,1295178.67212501,2,1,17,TRUE,FALSE,54,0,0,0,1,0
"1184",18,1,2,3,5,4,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1578684.31451601,1578685.97511351,2,6,18,TRUE,FALSE,54,0,0,0,0,3
"1185",19,1,2,3,5,3,1,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,1631892.74432675,1631893.51634696,1,3,19,TRUE,FALSE,54,1,0,0,1,1
"1186",20,1,2,6,1,4,2,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,3204037.22897047,3204038.84434422,1,4,20,TRUE,FALSE,54,3,0,1,1,1
"1187",21,1,4,3,4,2,1,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,3793784.75665417,3793786.33352106,1,3,21,TRUE,FALSE,54,0,1,0,2,0
"1188",22,1,1,3,4,3,1,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,3808181.42087593,3808182.40417201,2,3,22,TRUE,FALSE,54,1,0,1,1,0
"1189",1,1,2,4,2,2,1,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,430505.259412368,430506.96798609,2,2,1,TRUE,FALSE,55,0,1,1,1,1
"1190",2,1,2,4,2,2,1,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,263965.274956967,263966.472707936,2,2,2,TRUE,FALSE,55,0,1,1,1,1
"1191",3,1,4,5,5,1,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,862171.775003319,862173.40287065,2,1,3,TRUE,FALSE,55,0,2,0,0,3
"1192",4,1,3,5,1,4,1,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,2323055.85225593,2323057.80367523,1,2,4,TRUE,FALSE,55,2,0,1,2,0
"1193",5,1,1,1,4,3,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,2399344.35077521,2399345.93304587,1,4,5,TRUE,FALSE,55,0,0,0,1,0
"1194",6,1,1,3,4,2,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,2403883.11005733,2403884.81800642,2,1,6,TRUE,FALSE,55,0,0,0,3,0
"1195",7,1,3,1,5,2,3,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,1338666.07700701,1338667.81232455,1,4,7,TRUE,FALSE,55,0,0,0,0,1
"1196",8,1,2,2,1,4,2,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,1333600.17576351,1333601.08162821,1,5,8,TRUE,FALSE,55,1,0,0,0,1
"1197",9,1,2,1,1,1,4,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,1568773.00551521,1568773.94726976,2,3,9,TRUE,FALSE,55,1,0,0,0,0
"1198",10,1,2,4,5,2,3,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,86355.230091993,86356.648917907,2,1,10,TRUE,FALSE,55,1,0,0,0,3
"1199",11,1,2,4,5,4,2,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,91769.394956461,91770.903864415,1,4,11,TRUE,FALSE,55,1,0,0,1,2
"1200",12,1,3,5,4,2,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,524763.937137375,524765.305018097,2,4,12,TRUE,FALSE,55,1,0,1,2,1
"1201",13,1,1,4,4,4,3,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,605995.263289257,605996.389677931,2,3,13,TRUE,FALSE,55,0,0,0,2,2
"1202",14,1,1,1,2,1,3,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,600300.25125806,600301.492056329,1,5,14,TRUE,FALSE,55,0,1,0,0,0
"1203",15,1,3,3,4,4,1,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,784193.32459355,784194.743880114,2,3,15,TRUE,FALSE,55,0,0,2,1,0
"1204",16,1,2,3,5,1,2,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,790030.250413314,790031.809297194,2,1,16,TRUE,FALSE,55,0,0,0,1,2
"1205",17,1,4,4,2,4,1,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,1295177.25165629,1295178.67212501,2,1,17,TRUE,FALSE,55,1,3,0,0,0
"1206",18,1,2,4,4,1,3,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,1578684.31451601,1578685.97511351,2,3,18,TRUE,FALSE,55,0,0,0,3,1
"1207",19,1,4,1,2,1,4,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,1631892.74432675,1631893.51634696,1,3,19,TRUE,FALSE,55,0,1,0,0,0
"1208",20,1,2,3,5,1,3,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,3204037.22897047,3204038.84434422,1,6,20,TRUE,FALSE,55,2,0,0,0,1
"1209",21,1,4,5,5,4,3,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,3793784.75665417,3793786.33352106,1,3,21,TRUE,FALSE,55,2,1,1,0,1
"1210",22,1,1,5,5,2,3,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,3808181.42087593,3808182.40417201,2,3,22,TRUE,FALSE,55,0,0,1,1,3
"1211",1,1,1,6,2,2,4,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,430505.259412368,430506.96798609,2,4,1,TRUE,FALSE,56,0,3,0,2,1
"1212",2,1,1,6,2,2,4,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,263965.274956967,263966.472707936,2,4,2,TRUE,FALSE,56,0,3,0,2,1
